srcip,dstip,sport,dport,proto,data
110.242.68.3,192.168.0.106,80,10821,6,"Ether / IP / TCP 110.242.68.3:http > 192.168.0.106:10821 A"
110.242.68.3,192.168.0.106,80,10821,6,"Ether / IP / TCP 110.242.68.3:http > 192.168.0.106:10821 FA"
192.168.0.106,110.242.68.3,10821,80,6,"Ether / IP / TCP 192.168.0.106:10821 > 110.242.68.3:http A"
59.38.123.207,192.168.0.106,45902,10820,6,"Ether / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10820 A"
59.38.123.207,192.168.0.106,45902,10820,6,"Ether / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10820 A"
59.38.123.207,192.168.0.106,45902,10820,6,"Ether / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10820 A"
59.38.123.207,192.168.0.106,45902,10820,6,"Ether / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10820 A / Raw"
59.38.123.207,192.168.0.106,45902,10820,6,"Ether / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10820 PA / Raw"
59.38.123.207,192.168.0.106,45902,10820,6,"Ether / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10820 PA / Raw"
59.38.123.207,192.168.0.106,45902,10820,6,"Ether / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10820 A / Raw"
59.38.123.207,192.168.0.106,45902,10820,6,"Ether / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10820 PA / Raw"
192.168.0.106,59.38.123.207,10820,45902,6,"Ether / IP / TCP 192.168.0.106:10820 > 59.38.123.207:45902 A"
192.168.0.106,59.38.123.207,10820,45902,6,"Ether / IP / TCP 192.168.0.106:10820 > 59.38.123.207:45902 A"
192.168.0.106,59.38.123.207,10820,45902,6,"Ether / IP / TCP 192.168.0.106:10820 > 59.38.123.207:45902 A"
59.38.123.207,192.168.0.106,45902,10820,6,"Ether / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10820 A / Raw"
192.168.0.106,59.38.123.207,10820,45902,6,"Ether / IP / TCP 192.168.0.106:10820 > 59.38.123.207:45902 A"
192.168.0.106,59.38.123.207,10820,45902,6,"Ether / IP / TCP 192.168.0.106:10820 > 59.38.123.207:45902 PA / Raw"
59.38.123.207,192.168.0.106,45902,10820,6,"Ether / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10820 A"
59.38.123.207,192.168.0.106,45902,10820,6,"Ether / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10820 PA / Raw"
192.168.0.106,59.38.123.207,10820,45902,6,"Ether / IP / TCP 192.168.0.106:10820 > 59.38.123.207:45902 PA / Raw"
192.168.0.106,59.38.123.207,10820,45902,6,"Ether / IP / TCP 192.168.0.106:10820 > 59.38.123.207:45902 A / Raw"
