data,flowmember,label,classes
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Paddin',1,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',1,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',1,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 PA / Ra',1,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',1,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',1,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',2,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',2,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',2,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',2,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',2,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',2,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',2,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',3,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',3,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',3,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',3,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',3,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',3,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',3,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',4,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',4,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',4,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 PA / Ra',4,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',4,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',4,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',4,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 PA / Ra',5,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',5,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',5,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',5,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',5,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',5,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',5,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',6,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',6,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',6,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',6,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',6,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',6,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',6,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',7,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',7,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',7,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',7,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',7,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',7,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',7,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',8,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',8,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',8,,
b'her / IP / TCP 27.221.44.37:http > 192.168.0.106:3781 A / Ra',8,,
