srcip,dstip,sport,dport,proto,data
192.168.0.106,116.132.235.204,8623,80,6,"Ether / IP / TCP 192.168.0.106:8623 > 116.132.235.204:http S"
116.132.235.204,192.168.0.106,80,8623,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:8623 SA"
192.168.0.106,116.132.235.204,8623,80,6,"Ether / IP / TCP 192.168.0.106:8623 > 116.132.235.204:http A"
192.168.0.106,116.132.235.204,8623,80,6,"Ether / IP / TCP 192.168.0.106:8623 > 116.132.235.204:http PA / Raw"
192.168.0.106,116.132.235.204,8623,80,6,"Ether / IP / TCP 192.168.0.106:8623 > 116.132.235.204:http A / Raw"
192.168.0.106,116.132.235.204,8623,80,6,"Ether / IP / TCP 192.168.0.106:8623 > 116.132.235.204:http A / Raw"
192.168.0.106,116.132.235.204,8623,80,6,"Ether / IP / TCP 192.168.0.106:8623 > 116.132.235.204:http PA / Raw"
116.132.235.204,192.168.0.106,80,8623,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:8623 A"
116.132.235.204,192.168.0.106,80,8623,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:8623 A"
116.132.235.204,192.168.0.106,80,8623,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:8623 A"
116.132.235.204,192.168.0.106,80,8623,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:8623 PA / Raw"
116.132.235.204,192.168.0.106,80,8623,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:8623 FA"
192.168.0.106,116.132.235.204,8623,80,6,"Ether / IP / TCP 192.168.0.106:8623 > 116.132.235.204:http A"
192.168.0.106,116.132.235.204,8623,80,6,"Ether / IP / TCP 192.168.0.106:8623 > 116.132.235.204:http FA"
116.132.235.204,192.168.0.106,80,8623,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:8623 A"
124.236.26.168,192.168.0.106,80,8570,6,"Ether / IP / TCP 124.236.26.168:http > 192.168.0.106:8570 FA"
192.168.0.106,124.236.26.168,8570,80,6,"Ether / IP / TCP 192.168.0.106:8570 > 124.236.26.168:http A"
192.168.0.106,124.236.26.168,8570,80,6,"Ether / IP / TCP 192.168.0.106:8570 > 124.236.26.168:http FA"
124.236.26.168,192.168.0.106,80,8570,6,"Ether / IP / TCP 124.236.26.168:http > 192.168.0.106:8570 R"
192.168.0.106,110.242.68.3,8614,80,6,"Ether / IP / TCP 192.168.0.106:8614 > 110.242.68.3:http FA"
192.168.0.106,116.132.235.204,8624,80,6,"Ether / IP / TCP 192.168.0.106:8624 > 116.132.235.204:http S"
116.132.235.204,192.168.0.106,80,8624,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:8624 SA"
192.168.0.106,116.132.235.204,8624,80,6,"Ether / IP / TCP 192.168.0.106:8624 > 116.132.235.204:http A"
192.168.0.106,116.132.235.204,8624,80,6,"Ether / IP / TCP 192.168.0.106:8624 > 116.132.235.204:http PA / Raw"
192.168.0.106,116.132.235.204,8624,80,6,"Ether / IP / TCP 192.168.0.106:8624 > 116.132.235.204:http A / Raw"
192.168.0.106,116.132.235.204,8624,80,6,"Ether / IP / TCP 192.168.0.106:8624 > 116.132.235.204:http A / Raw"
192.168.0.106,116.132.235.204,8624,80,6,"Ether / IP / TCP 192.168.0.106:8624 > 116.132.235.204:http PA / Raw"
116.132.235.204,192.168.0.106,80,8624,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:8624 A"
116.132.235.204,192.168.0.106,80,8624,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:8624 A"
116.132.235.204,192.168.0.106,80,8624,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:8624 A"
