srcip,dstip,sport,dport,proto,data
59.38.123.207,192.168.0.106,45902,10102,6,"Ether / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10102 A"
59.38.123.207,192.168.0.106,45902,10102,6,"Ether / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10102 A"
59.38.123.207,192.168.0.106,45902,10102,6,"Ether / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10102 A"
59.38.123.207,192.168.0.106,45902,10102,6,"Ether / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10102 A / Raw"
59.38.123.207,192.168.0.106,45902,10102,6,"Ether / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10102 PA / Raw"
59.38.123.207,192.168.0.106,45902,10102,6,"Ether / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10102 A / Raw"
59.38.123.207,192.168.0.106,45902,10102,6,"Ether / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10102 PA / Raw"
59.38.123.207,192.168.0.106,45902,10102,6,"Ether / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10102 A / Raw"
192.168.0.106,59.38.123.207,10102,45902,6,"Ether / IP / TCP 192.168.0.106:10102 > 59.38.123.207:45902 A"
59.38.123.207,192.168.0.106,45902,10102,6,"Ether / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10102 PA / Raw"
192.168.0.106,59.38.123.207,10102,45902,6,"Ether / IP / TCP 192.168.0.106:10102 > 59.38.123.207:45902 A"
192.168.0.106,59.38.123.207,10102,45902,6,"Ether / IP / TCP 192.168.0.106:10102 > 59.38.123.207:45902 PA / Raw"
59.38.123.207,192.168.0.106,45902,10102,6,"Ether / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10102 A"
59.38.123.207,192.168.0.106,45902,10102,6,"Ether / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10102 PA / Raw"
192.168.0.106,59.38.123.207,10102,45902,6,"Ether / IP / TCP 192.168.0.106:10102 > 59.38.123.207:45902 PA / Raw"
192.168.0.106,59.38.123.207,10102,45902,6,"Ether / IP / TCP 192.168.0.106:10102 > 59.38.123.207:45902 A / Raw"
192.168.0.106,59.38.123.207,10102,45902,6,"Ether / IP / TCP 192.168.0.106:10102 > 59.38.123.207:45902 PA / Raw"
59.38.123.207,192.168.0.106,45902,10102,6,"Ether / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10102 A"
59.38.123.207,192.168.0.106,45902,10102,6,"Ether / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10102 A / Raw"
59.38.123.207,192.168.0.106,45902,10102,6,"Ether / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10102 PA / Raw"
59.38.123.207,192.168.0.106,45902,10102,6,"Ether / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10102 FA"
