srcip,dstip,sport,dport,proto,data
20.195.114.44,192.168.1.116,443,7048,6,"Ether / IP / TCP 20.195.114.44:https > 192.168.1.116:7048 SA"
192.168.1.116,20.195.114.44,7048,443,6,"Ether / IP / TCP 192.168.1.116:7048 > 20.195.114.44:https A"
192.168.1.116,20.195.114.44,7048,443,6,"Ether / IP / TCP 192.168.1.116:7048 > 20.195.114.44:https PA / Raw"
20.195.114.44,192.168.1.116,443,7048,6,"Ether / IP / TCP 20.195.114.44:https > 192.168.1.116:7048 A / Raw"
20.195.114.44,192.168.1.116,443,7048,6,"Ether / IP / TCP 20.195.114.44:https > 192.168.1.116:7048 A / Raw"
20.195.114.44,192.168.1.116,443,7048,6,"Ether / IP / TCP 20.195.114.44:https > 192.168.1.116:7048 A / Raw"
20.195.114.44,192.168.1.116,443,7048,6,"Ether / IP / TCP 20.195.114.44:https > 192.168.1.116:7048 A / Raw"
20.195.114.44,192.168.1.116,443,7048,6,"Ether / IP / TCP 20.195.114.44:https > 192.168.1.116:7048 PA / Raw"
192.168.1.116,20.195.114.44,7048,443,6,"Ether / IP / TCP 192.168.1.116:7048 > 20.195.114.44:https A"
192.168.1.116,20.195.114.44,7048,443,6,"Ether / IP / TCP 192.168.1.116:7048 > 20.195.114.44:https PA / Raw"
20.195.114.44,192.168.1.116,443,7048,6,"Ether / IP / TCP 20.195.114.44:https > 192.168.1.116:7048 PA / Raw"
192.168.1.116,20.195.114.44,7048,443,6,"Ether / IP / TCP 192.168.1.116:7048 > 20.195.114.44:https PA / Raw"
192.168.1.116,20.195.114.44,7048,443,6,"Ether / IP / TCP 192.168.1.116:7048 > 20.195.114.44:https A / Raw"
192.168.1.116,20.195.114.44,7048,443,6,"Ether / IP / TCP 192.168.1.116:7048 > 20.195.114.44:https PA / Raw"
192.168.1.116,172.217.160.74,7045,443,6,"Ether / IP / TCP 192.168.1.116:7045 > 172.217.160.74:https S"
192.168.1.116,119.28.20.150,6933,443,6,"Ether / IP / TCP 192.168.1.116:6933 > 119.28.20.150:https FA"
20.195.114.44,192.168.1.116,443,7048,6,"Ether / IP / TCP 20.195.114.44:https > 192.168.1.116:7048 A"
20.195.114.44,192.168.1.116,443,7048,6,"Ether / IP / TCP 20.195.114.44:https > 192.168.1.116:7048 FPA / Raw"
192.168.1.116,20.195.114.44,7048,443,6,"Ether / IP / TCP 192.168.1.116:7048 > 20.195.114.44:https A"
192.168.1.116,203.119.169.38,6851,80,6,"Ether / IP / TCP 192.168.1.116:6851 > 203.119.169.38:http PA / Raw"
192.168.1.116,203.119.169.38,6851,80,6,"Ether / IP / TCP 192.168.1.116:6851 > 203.119.169.38:http A / Raw"
192.168.1.116,203.119.169.38,6851,80,6,"Ether / IP / TCP 192.168.1.116:6851 > 203.119.169.38:http A / Raw"
192.168.1.116,203.119.169.38,6851,80,6,"Ether / IP / TCP 192.168.1.116:6851 > 203.119.169.38:http A / Raw"
192.168.1.116,203.119.169.38,6851,80,6,"Ether / IP / TCP 192.168.1.116:6851 > 203.119.169.38:http PA / Raw"
192.168.1.116,20.195.114.44,7048,443,6,"Ether / IP / TCP 192.168.1.116:7048 > 20.195.114.44:https FA"
