srcip,dstip,sport,dport,proto,data
61.191.111.11,192.168.0.106,8080,7468,6,"Ether / IP / TCP 61.191.111.11:8080 > 192.168.0.106:7468 A / Padding"
61.191.111.11,192.168.0.106,8080,7468,6,"Ether / IP / TCP 61.191.111.11:8080 > 192.168.0.106:7468 A / Padding"
220.202.152.178,192.168.0.106,8080,7495,6,"Ether / IP / TCP 220.202.152.178:8080 > 192.168.0.106:7495 A / Padding"
61.191.111.11,192.168.0.106,8080,7468,6,"Ether / IP / TCP 61.191.111.11:8080 > 192.168.0.106:7468 A / Padding"
61.191.111.11,192.168.0.106,8080,7469,6,"Ether / IP / TCP 61.191.111.11:8080 > 192.168.0.106:7469 A / Padding"
220.202.152.178,192.168.0.106,8080,7493,6,"Ether / IP / TCP 220.202.152.178:8080 > 192.168.0.106:7493 A / Padding"
61.191.111.11,192.168.0.106,8080,7468,6,"Ether / IP / TCP 61.191.111.11:8080 > 192.168.0.106:7468 A / Padding"
61.191.111.11,192.168.0.106,8080,7468,6,"Ether / IP / TCP 61.191.111.11:8080 > 192.168.0.106:7468 A / Padding"
192.168.0.106,61.191.111.11,7469,8080,6,"Ether / IP / TCP 192.168.0.106:7469 > 61.191.111.11:8080 A / Raw"
192.168.0.106,61.191.111.11,7468,8080,6,"Ether / IP / TCP 192.168.0.106:7468 > 61.191.111.11:8080 PA / Raw"
192.168.0.106,61.191.111.11,7468,8080,6,"Ether / IP / TCP 192.168.0.106:7468 > 61.191.111.11:8080 A / Raw"
192.168.0.106,61.191.111.11,7468,8080,6,"Ether / IP / TCP 192.168.0.106:7468 > 61.191.111.11:8080 A / Raw"
192.168.0.106,61.191.111.11,7468,8080,6,"Ether / IP / TCP 192.168.0.106:7468 > 61.191.111.11:8080 A / Raw"
192.168.0.106,61.191.111.11,7468,8080,6,"Ether / IP / TCP 192.168.0.106:7468 > 61.191.111.11:8080 A / Raw"
192.168.0.106,61.191.111.11,7468,8080,6,"Ether / IP / TCP 192.168.0.106:7468 > 61.191.111.11:8080 A / Raw"
192.168.0.106,61.191.111.11,7468,8080,6,"Ether / IP / TCP 192.168.0.106:7468 > 61.191.111.11:8080 PA / Raw"
192.168.0.106,61.191.111.11,7468,8080,6,"Ether / IP / TCP 192.168.0.106:7468 > 61.191.111.11:8080 A / Raw"
192.168.0.106,61.191.111.11,7468,8080,6,"Ether / IP / TCP 192.168.0.106:7468 > 61.191.111.11:8080 A / Raw"
192.168.0.106,61.191.111.11,7468,8080,6,"Ether / IP / TCP 192.168.0.106:7468 > 61.191.111.11:8080 A / Raw"
192.168.0.106,61.191.111.11,7468,8080,6,"Ether / IP / TCP 192.168.0.106:7468 > 61.191.111.11:8080 A / Raw"
192.168.0.106,61.191.111.11,7468,8080,6,"Ether / IP / TCP 192.168.0.106:7468 > 61.191.111.11:8080 A / Raw"
192.168.0.106,61.191.111.11,7468,8080,6,"Ether / IP / TCP 192.168.0.106:7468 > 61.191.111.11:8080 FPA / Raw"
192.168.0.106,220.202.152.178,7495,8080,6,"Ether / IP / TCP 192.168.0.106:7495 > 220.202.152.178:8080 A / Raw"
192.168.0.106,220.202.152.178,7495,8080,6,"Ether / IP / TCP 192.168.0.106:7495 > 220.202.152.178:8080 A / Raw"
192.168.0.106,220.202.152.178,7495,8080,6,"Ether / IP / TCP 192.168.0.106:7495 > 220.202.152.178:8080 A / Raw"
192.168.0.106,220.202.152.178,7493,8080,6,"Ether / IP / TCP 192.168.0.106:7493 > 220.202.152.178:8080 A / Raw"
192.168.0.106,220.202.152.178,7493,8080,6,"Ether / IP / TCP 192.168.0.106:7493 > 220.202.152.178:8080 A / Raw"
