srcip,dstip,sport,dport,proto,data
192.168.0.104,224.0.0.251,5353,5353,17,"Ether / IP / UDP / DNS Ans ""[b'model=J517AP']"" "
0,0,0,0,0,"Ether / IPv6 / UDP / DNS Ans ""[b'model=J517AP']"" "
192.168.0.106,110.242.68.4,4200,80,6,"Ether / IP / TCP 192.168.0.106:4200 > 110.242.68.4:http FA"
192.168.0.106,110.242.68.4,4223,80,6,"Ether / IP / TCP 192.168.0.106:4223 > 110.242.68.4:http S"
110.242.68.4,192.168.0.106,80,4223,6,"Ether / IP / TCP 110.242.68.4:http > 192.168.0.106:4223 SA"
192.168.0.106,110.242.68.4,4223,80,6,"Ether / IP / TCP 192.168.0.106:4223 > 110.242.68.4:http A"
192.168.0.106,110.242.68.4,4223,80,6,"Ether / IP / TCP 192.168.0.106:4223 > 110.242.68.4:http FA"
110.242.68.4,192.168.0.106,80,4223,6,"Ether / IP / TCP 110.242.68.4:http > 192.168.0.106:4223 A"
110.242.68.4,192.168.0.106,80,4223,6,"Ether / IP / TCP 110.242.68.4:http > 192.168.0.106:4223 FA"
192.168.0.106,110.242.68.4,4223,80,6,"Ether / IP / TCP 192.168.0.106:4223 > 110.242.68.4:http A"
192.168.0.106,20.44.202.200,4160,443,6,"Ether / IP / TCP 192.168.0.106:4160 > 20.44.202.200:https RA"
192.168.0.106,116.132.235.204,4224,80,6,"Ether / IP / TCP 192.168.0.106:4224 > 116.132.235.204:http S"
116.132.235.204,192.168.0.106,80,4224,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:4224 SA"
192.168.0.106,116.132.235.204,4224,80,6,"Ether / IP / TCP 192.168.0.106:4224 > 116.132.235.204:http A"
192.168.0.106,116.132.235.204,4224,80,6,"Ether / IP / TCP 192.168.0.106:4224 > 116.132.235.204:http PA / Raw"
192.168.0.106,116.132.235.204,4224,80,6,"Ether / IP / TCP 192.168.0.106:4224 > 116.132.235.204:http A / Raw"
192.168.0.106,116.132.235.204,4224,80,6,"Ether / IP / TCP 192.168.0.106:4224 > 116.132.235.204:http A / Raw"
192.168.0.106,116.132.235.204,4224,80,6,"Ether / IP / TCP 192.168.0.106:4224 > 116.132.235.204:http PA / Raw"
116.132.235.204,192.168.0.106,80,4224,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:4224 A"
116.132.235.204,192.168.0.106,80,4224,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:4224 A"
116.132.235.204,192.168.0.106,80,4224,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:4224 A"
116.132.235.204,192.168.0.106,80,4224,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:4224 PA / Raw"
116.132.235.204,192.168.0.106,80,4224,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:4224 FA"
