srcip,dstip,sport,dport,proto,data
192.168.0.106,192.168.0.1,52486,53,17,"Ether / IP / UDP / DNS Qry ""b'cn.bing.com.'"" "
192.168.0.1,192.168.0.106,53,52486,17,"Ether / IP / UDP / DNS Ans ""b'cn-bing-com.cn.a-0001.a-msedge.net.'"" "
192.168.0.106,202.89.233.100,9412,443,6,"Ether / IP / TCP 192.168.0.106:9412 > 202.89.233.100:https S"
202.89.233.100,192.168.0.106,443,9412,6,"Ether / IP / TCP 202.89.233.100:https > 192.168.0.106:9412 SA"
192.168.0.106,202.89.233.100,9412,443,6,"Ether / IP / TCP 192.168.0.106:9412 > 202.89.233.100:https A"
192.168.0.106,202.89.233.100,9412,443,6,"Ether / IP / TCP 192.168.0.106:9412 > 202.89.233.100:https PA / Raw"
192.168.0.106,116.132.235.204,9413,80,6,"Ether / IP / TCP 192.168.0.106:9413 > 116.132.235.204:http S"
202.89.233.100,192.168.0.106,443,9412,6,"Ether / IP / TCP 202.89.233.100:https > 192.168.0.106:9412 A"
202.89.233.100,192.168.0.106,443,9412,6,"Ether / IP / TCP 202.89.233.100:https > 192.168.0.106:9412 A / Raw"
202.89.233.100,192.168.0.106,443,9412,6,"Ether / IP / TCP 202.89.233.100:https > 192.168.0.106:9412 A / Raw"
202.89.233.100,192.168.0.106,443,9412,6,"Ether / IP / TCP 202.89.233.100:https > 192.168.0.106:9412 A / Raw"
202.89.233.100,192.168.0.106,443,9412,6,"Ether / IP / TCP 202.89.233.100:https > 192.168.0.106:9412 A / Raw"
192.168.0.106,202.89.233.100,9412,443,6,"Ether / IP / TCP 192.168.0.106:9412 > 202.89.233.100:https A"
202.89.233.100,192.168.0.106,443,9412,6,"Ether / IP / TCP 202.89.233.100:https > 192.168.0.106:9412 A / Raw"
202.89.233.100,192.168.0.106,443,9412,6,"Ether / IP / TCP 202.89.233.100:https > 192.168.0.106:9412 PA / Raw"
192.168.0.106,202.89.233.100,9412,443,6,"Ether / IP / TCP 192.168.0.106:9412 > 202.89.233.100:https A"
192.168.0.106,202.89.233.100,9412,443,6,"Ether / IP / TCP 192.168.0.106:9412 > 202.89.233.100:https PA / Raw"
116.132.235.204,192.168.0.106,80,9413,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:9413 SA"
192.168.0.106,116.132.235.204,9413,80,6,"Ether / IP / TCP 192.168.0.106:9413 > 116.132.235.204:http A"
192.168.0.106,116.132.235.204,9413,80,6,"Ether / IP / TCP 192.168.0.106:9413 > 116.132.235.204:http PA / Raw"
192.168.0.106,116.132.235.204,9413,80,6,"Ether / IP / TCP 192.168.0.106:9413 > 116.132.235.204:http A / Raw"
192.168.0.106,116.132.235.204,9413,80,6,"Ether / IP / TCP 192.168.0.106:9413 > 116.132.235.204:http A / Raw"
192.168.0.106,116.132.235.204,9413,80,6,"Ether / IP / TCP 192.168.0.106:9413 > 116.132.235.204:http PA / Raw"
202.89.233.100,192.168.0.106,443,9412,6,"Ether / IP / TCP 202.89.233.100:https > 192.168.0.106:9412 A"
202.89.233.100,192.168.0.106,443,9412,6,"Ether / IP / TCP 202.89.233.100:https > 192.168.0.106:9412 PA / Raw"
202.89.233.100,192.168.0.106,443,9412,6,"Ether / IP / TCP 202.89.233.100:https > 192.168.0.106:9412 PA / Raw"
192.168.0.106,202.89.233.100,9412,443,6,"Ether / IP / TCP 192.168.0.106:9412 > 202.89.233.100:https A"
116.132.235.204,192.168.0.106,80,9413,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:9413 A"
