data,flowmember,label,classes
b'her / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10292 ',1,,
b'her / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10292 ',1,,
b'her / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10292 ',1,,
b'her / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10292 PA / Ra',1,,
b'her / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10304 ',2,,
b'her / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10304 ',2,,
b'her / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10304 ',2,,
b'her / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10304 A / Ra',2,,
b'her / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10304 PA / Ra',2,,
b'her / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10304 A / Ra',2,,
b'her / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10304 A / Ra',3,,
b'her / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10304 PA / Ra',3,,
b'her / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10304 A / Ra',3,,
b'her / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10304 ',3,,
b'her / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10304 PA / Ra',3,,
b'her / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10304 ',3,,
b'her / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10304 A / Ra',3,,
b'her / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10304 PA / Ra',4,,
b'her / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10304 F',4,,
b'her / IP / TCP 59.38.123.207:45902 > 192.168.0.106:10304 ',4,,
b'her / IP / TCP 192.168.0.106:10304 > 59.38.123.207:45902 ',5,,
b'her / IP / TCP 192.168.0.106:10304 > 59.38.123.207:45902 ',5,,
b'her / IP / TCP 192.168.0.106:10304 > 59.38.123.207:45902 ',5,,
b'her / IP / TCP 192.168.0.106:10304 > 59.38.123.207:45902 PA / Ra',5,,
b'her / IP / TCP 192.168.0.106:10304 > 59.38.123.207:45902 PA / Ra',5,,
b'her / IP / TCP 192.168.0.106:10304 > 59.38.123.207:45902 A / Ra',5,,
b'her / IP / TCP 192.168.0.106:10304 > 59.38.123.207:45902 PA / Ra',6,,
b'her / IP / TCP 192.168.0.106:10304 > 59.38.123.207:45902 ',6,,
b'her / IP / TCP 192.168.0.106:10304 > 59.38.123.207:45902 ',6,,
b'her / IP / TCP 192.168.0.106:10304 > 59.38.123.207:45902 F',6,,
b'her / IP / TCP 192.168.0.106:10304 > 59.38.123.207:45902 F',6,,
b'her / IP / TCP 192.168.0.106:10292 > 59.38.123.207:45902 ',7,,
b'her / IP / TCP 192.168.0.106:10277 > 116.132.235.228:http F',8,,
b'her / IP / TCP 192.168.0.106:10277 > 116.132.235.228:http R',8,,
b'her / IP / TCP 192.168.0.106:10278 > 116.132.235.228:http F',9,,
b'her / IP / TCP 192.168.0.106:10278 > 116.132.235.228:http R',9,,
b'her / IP / TCP 192.168.0.106:10305 > 116.132.235.228:http ',10,,
b'her / IP / TCP 192.168.0.106:10305 > 116.132.235.228:http ',10,,
b'her / IP / TCP 192.168.0.106:10305 > 116.132.235.228:http PA / Ra',10,,
b'her / IP / TCP 192.168.0.106:10305 > 116.132.235.228:http A / Ra',10,,
b'her / IP / TCP 192.168.0.106:10305 > 116.132.235.228:http A / Ra',10,,
b'her / IP / TCP 192.168.0.106:10305 > 116.132.235.228:http PA / Ra',10,,
b'her / IP / TCP 192.168.0.106:10305 > 116.132.235.228:http ',11,,
b'her / IP / TCP 192.168.0.106:10305 > 116.132.235.228:http F',11,,
b'her / IP / TCP 116.132.235.228:http > 192.168.0.106:10305 S',12,,
b'her / IP / TCP 116.132.235.228:http > 192.168.0.106:10305 ',12,,
b'her / IP / TCP 116.132.235.228:http > 192.168.0.106:10305 ',12,,
b'her / IP / TCP 116.132.235.228:http > 192.168.0.106:10305 ',12,,
b'her / IP / TCP 116.132.235.228:http > 192.168.0.106:10305 PA / Ra',12,,
b'her / IP / TCP 116.132.235.228:http > 192.168.0.106:10305 F',12,,
b'her / IP / TCP 116.132.235.228:http > 192.168.0.106:10305 ',13,,
b'her / IP / TCP 192.168.0.106:10306 > 116.132.235.228:http ',13,,
b'her / IP / TCP 192.168.0.106:10306 > 116.132.235.228:http ',13,,
b'her / IP / TCP 192.168.0.106:10306 > 116.132.235.228:http PA / Ra',13,,
b'her / IP / TCP 192.168.0.106:10306 > 116.132.235.228:http A / Ra',13,,
b'her / IP / TCP 192.168.0.106:10306 > 116.132.235.228:http A / Ra',13,,
b'her / IP / TCP 192.168.0.106:10306 > 116.132.235.228:http PA / Ra',13,,
b'her / IP / TCP 192.168.0.106:10306 > 116.132.235.228:http ',14,,
b'her / IP / TCP 192.168.0.106:10306 > 116.132.235.228:http F',14,,
b'her / IP / TCP 116.132.235.228:http > 192.168.0.106:10306 S',15,,
b'her / IP / TCP 116.132.235.228:http > 192.168.0.106:10306 ',15,,
b'her / IP / TCP 116.132.235.228:http > 192.168.0.106:10306 ',15,,
b'her / IP / TCP 116.132.235.228:http > 192.168.0.106:10306 ',15,,
b'her / IP / TCP 116.132.235.228:http > 192.168.0.106:10306 PA / Ra',15,,
b'her / IP / TCP 116.132.235.228:http > 192.168.0.106:10306 F',15,,
b'her / IP / TCP 116.132.235.228:http > 192.168.0.106:10306 ',16,,
b'her / IP / TCP 192.168.0.106:10281 > 116.132.235.228:http F',16,,
b'her / IP / TCP 192.168.0.106:10281 > 116.132.235.228:http R',16,,
b'her / IP / TCP 192.168.0.106:10307 > 116.132.235.228:http ',17,,
b'her / IP / TCP 192.168.0.106:10307 > 116.132.235.228:http ',17,,
b'her / IP / TCP 192.168.0.106:10307 > 116.132.235.228:http PA / Ra',17,,
b'her / IP / TCP 192.168.0.106:10307 > 116.132.235.228:http A / Ra',17,,
b'her / IP / TCP 192.168.0.106:10307 > 116.132.235.228:http A / Ra',17,,
b'her / IP / TCP 192.168.0.106:10307 > 116.132.235.228:http PA / Ra',17,,
b'her / IP / TCP 192.168.0.106:10307 > 116.132.235.228:http ',18,,
b'her / IP / TCP 192.168.0.106:10307 > 116.132.235.228:http F',18,,
b'her / IP / TCP 116.132.235.228:http > 192.168.0.106:10307 S',19,,
b'her / IP / TCP 116.132.235.228:http > 192.168.0.106:10307 ',19,,
b'her / IP / TCP 116.132.235.228:http > 192.168.0.106:10307 ',19,,
b'her / IP / TCP 116.132.235.228:http > 192.168.0.106:10307 ',19,,
b'her / IP / TCP 116.132.235.228:http > 192.168.0.106:10307 PA / Ra',19,,
b'her / IP / TCP 116.132.235.228:http > 192.168.0.106:10307 F',19,,
b'her / IP / TCP 116.132.235.228:http > 192.168.0.106:10307 ',20,,
b'her / IP / TCP 192.168.0.106:10308 > 157.255.191.46:http ',20,,
b'her / IP / TCP 192.168.0.106:10308 > 157.255.191.46:http ',20,,
b'her / IP / TCP 192.168.0.106:10308 > 157.255.191.46:http PA / Ra',20,,
b'her / IP / TCP 192.168.0.106:10308 > 157.255.191.46:http ',20,,
b'her / IP / TCP 192.168.0.106:10308 > 157.255.191.46:http F',20,,
b'her / IP / TCP 192.168.0.106:10309 > 125.39.104.15:http ',21,,
b'her / IP / TCP 192.168.0.106:10309 > 125.39.104.15:http ',21,,
b'her / IP / TCP 192.168.0.106:10309 > 125.39.104.15:http PA / Ra',21,,
b'her / IP / TCP 192.168.0.106:10309 > 125.39.104.15:http ',21,,
b'her / IP / TCP 192.168.0.106:10309 > 125.39.104.15:http F',21,,
b'her / IP / TCP 192.168.0.106:10309 > 125.39.104.15:http ',21,,
b'her / IP / TCP 125.39.104.15:http > 192.168.0.106:10309 S',22,,
b'her / IP / TCP 125.39.104.15:http > 192.168.0.106:10309 ',22,,
b'her / IP / TCP 125.39.104.15:http > 192.168.0.106:10309 A / Ra',22,,
b'her / IP / TCP 125.39.104.15:http > 192.168.0.106:10309 A / Ra',22,,
b'her / IP / TCP 125.39.104.15:http > 192.168.0.106:10309 A / Ra',22,,
b'her / IP / TCP 125.39.104.15:http > 192.168.0.106:10309 PA / Ra',22,,
b'her / IP / TCP 125.39.104.15:http > 192.168.0.106:10309 F',23,,
b'her / IP / TCP 125.39.104.15:http > 192.168.0.106:10309 ',23,,
b'her / IP / TCP 157.255.191.46:http > 192.168.0.106:10308 S',24,,
b'her / IP / TCP 157.255.191.46:http > 192.168.0.106:10308 ',24,,
b'her / IP / TCP 157.255.191.46:http > 192.168.0.106:10308 PA / Ra',24,,
b'her / IP / TCP 157.255.191.46:http > 192.168.0.106:10308 F',24,,
b'her / IP / TCP 157.255.191.46:http > 192.168.0.106:10308 ',24,,
b'her / IP / TCP 192.168.0.106:10310 > 116.132.235.228:http ',25,,
b'her / IP / TCP 192.168.0.106:10310 > 116.132.235.228:http ',25,,
b'her / IP / TCP 192.168.0.106:10310 > 116.132.235.228:http PA / Ra',25,,
b'her / IP / TCP 192.168.0.106:10310 > 116.132.235.228:http A / Ra',25,,
b'her / IP / TCP 192.168.0.106:10310 > 116.132.235.228:http A / Ra',25,,
b'her / IP / TCP 192.168.0.106:10310 > 116.132.235.228:http PA / Ra',25,,
b'her / IP / TCP 192.168.0.106:10310 > 116.132.235.228:http ',26,,
b'her / IP / TCP 192.168.0.106:10310 > 116.132.235.228:http F',26,,
b'her / IP / TCP 116.132.235.228:http > 192.168.0.106:10310 S',27,,
b'her / IP / TCP 116.132.235.228:http > 192.168.0.106:10310 ',27,,
