srcip,dstip,sport,dport,proto,data
192.168.0.106,116.132.235.204,14826,80,6,"Ether / IP / TCP 192.168.0.106:14826 > 116.132.235.204:http FA"
192.168.0.106,192.168.0.1,58956,53,17,"Ether / IP / UDP / DNS Qry ""b'static-pcs-sdk-server.alibaba.com.'"" "
192.168.0.1,192.168.0.106,53,58956,17,"Ether / IP / UDP / DNS Ans ""116.132.235.204"" "
192.168.0.106,116.132.235.204,14835,80,6,"Ether / IP / TCP 192.168.0.106:14835 > 116.132.235.204:http S"
116.132.235.204,192.168.0.106,80,14835,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:14835 SA"
192.168.0.106,116.132.235.204,14835,80,6,"Ether / IP / TCP 192.168.0.106:14835 > 116.132.235.204:http A"
192.168.0.106,116.132.235.204,14835,80,6,"Ether / IP / TCP 192.168.0.106:14835 > 116.132.235.204:http PA / Raw"
192.168.0.106,116.132.235.204,14835,80,6,"Ether / IP / TCP 192.168.0.106:14835 > 116.132.235.204:http A / Raw"
192.168.0.106,116.132.235.204,14835,80,6,"Ether / IP / TCP 192.168.0.106:14835 > 116.132.235.204:http A / Raw"
192.168.0.106,116.132.235.204,14835,80,6,"Ether / IP / TCP 192.168.0.106:14835 > 116.132.235.204:http PA / Raw"
116.132.235.204,192.168.0.106,80,14835,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:14835 A"
116.132.235.204,192.168.0.106,80,14835,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:14835 A"
116.132.235.204,192.168.0.106,80,14835,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:14835 A"
116.132.235.204,192.168.0.106,80,14835,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:14835 PA / Raw"
116.132.235.204,192.168.0.106,80,14835,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:14835 FA"
192.168.0.106,116.132.235.204,14835,80,6,"Ether / IP / TCP 192.168.0.106:14835 > 116.132.235.204:http A"
192.168.0.106,116.132.235.204,14835,80,6,"Ether / IP / TCP 192.168.0.106:14835 > 116.132.235.204:http FA"
116.132.235.204,192.168.0.106,80,14835,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:14835 A"
192.168.0.106,192.168.0.1,58956,53,17,"Ether / IP / UDP / DNS Qry ""b'static-pcs-sdk-server.alibaba.com.'"" "
192.168.0.106,192.168.0.1,58956,53,17,"Ether / IP / UDP / DNS Qry ""b'static-pcs-sdk-server.alibaba.com.'"" "
192.168.0.1,192.168.0.106,53,58956,17,"Ether / IP / UDP / DNS Ans ""116.132.235.204"" "
192.168.0.1,192.168.0.106,53,58956,17,"Ether / IP / UDP / DNS Ans ""116.132.235.204"" "
192.168.0.106,116.132.235.204,14836,80,6,"Ether / IP / TCP 192.168.0.106:14836 > 116.132.235.204:http S"
116.132.235.204,192.168.0.106,80,14836,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:14836 SA"
192.168.0.106,116.132.235.204,14836,80,6,"Ether / IP / TCP 192.168.0.106:14836 > 116.132.235.204:http A"
192.168.0.106,116.132.235.204,14836,80,6,"Ether / IP / TCP 192.168.0.106:14836 > 116.132.235.204:http PA / Raw"
192.168.0.106,116.132.235.204,14836,80,6,"Ether / IP / TCP 192.168.0.106:14836 > 116.132.235.204:http A / Raw"
192.168.0.106,116.132.235.204,14836,80,6,"Ether / IP / TCP 192.168.0.106:14836 > 116.132.235.204:http A / Raw"
192.168.0.106,116.132.235.204,14836,80,6,"Ether / IP / TCP 192.168.0.106:14836 > 116.132.235.204:http PA / Raw"
116.132.235.204,192.168.0.106,80,14836,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:14836 A"
116.132.235.204,192.168.0.106,80,14836,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:14836 A"
116.132.235.204,192.168.0.106,80,14836,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:14836 A"
116.132.235.204,192.168.0.106,80,14836,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:14836 PA / Raw"
116.132.235.204,192.168.0.106,80,14836,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:14836 FA"
192.168.0.106,116.132.235.204,14836,80,6,"Ether / IP / TCP 192.168.0.106:14836 > 116.132.235.204:http A"
192.168.0.106,116.132.235.204,14836,80,6,"Ether / IP / TCP 192.168.0.106:14836 > 116.132.235.204:http FA"
192.168.0.106,192.168.0.1,61047,53,17,"Ether / IP / UDP / DNS Qry ""b'www.google-analytics.com.'"" "
192.168.0.106,192.168.0.1,51273,53,17,"Ether / IP / UDP / DNS Qry ""b'hm.baidu.com.'"" "
192.168.0.106,192.168.0.1,51273,53,17,"Ether / IP / UDP / DNS Qry ""b'hm.baidu.com.'"" "
192.168.0.106,192.168.0.1,61047,53,17,"Ether / IP / UDP / DNS Qry ""b'www.google-analytics.com.'"" "
192.168.0.106,116.132.235.204,14836,80,6,"Ether / IP / TCP 192.168.0.106:14836 > 116.132.235.204:http FA"
192.168.0.1,192.168.0.106,53,61047,17,"Ether / IP / UDP / DNS Ans ""203.208.50.97"" "
192.168.0.1,192.168.0.106,53,51273,17,"Ether / IP / UDP / DNS Ans ""b'hm.e.shifen.com.'"" "
192.168.0.106,203.208.50.97,14837,443,6,"Ether / IP / TCP 192.168.0.106:14837 > 203.208.50.97:https S"
192.168.0.106,111.206.209.249,14838,443,6,"Ether / IP / TCP 192.168.0.106:14838 > 111.206.209.249:https S"
203.208.50.97,192.168.0.106,443,14837,6,"Ether / IP / TCP 203.208.50.97:https > 192.168.0.106:14837 SA"
111.206.209.249,192.168.0.106,443,14838,6,"Ether / IP / TCP 111.206.209.249:https > 192.168.0.106:14838 SA"
192.168.0.106,203.208.50.97,14837,443,6,"Ether / IP / TCP 192.168.0.106:14837 > 203.208.50.97:https A"
192.168.0.106,111.206.209.249,14838,443,6,"Ether / IP / TCP 192.168.0.106:14838 > 111.206.209.249:https A"
192.168.0.106,203.208.50.97,14837,443,6,"Ether / IP / TCP 192.168.0.106:14837 > 203.208.50.97:https PA / Raw"
192.168.0.106,111.206.209.249,14838,443,6,"Ether / IP / TCP 192.168.0.106:14838 > 111.206.209.249:https PA / Raw"
203.208.50.97,192.168.0.106,443,14837,6,"Ether / IP / TCP 203.208.50.97:https > 192.168.0.106:14837 A"
111.206.209.249,192.168.0.106,443,14838,6,"Ether / IP / TCP 111.206.209.249:https > 192.168.0.106:14838 A"
111.206.209.249,192.168.0.106,443,14838,6,"Ether / IP / TCP 111.206.209.249:https > 192.168.0.106:14838 PA / Raw"
203.208.50.97,192.168.0.106,443,14837,6,"Ether / IP / TCP 203.208.50.97:https > 192.168.0.106:14837 PA / Raw"
192.168.0.106,111.206.209.249,14838,443,6,"Ether / IP / TCP 192.168.0.106:14838 > 111.206.209.249:https PA / Raw"
192.168.0.106,203.208.50.97,14837,443,6,"Ether / IP / TCP 192.168.0.106:14837 > 203.208.50.97:https PA / Raw"
192.168.0.106,111.206.209.249,14838,443,6,"Ether / IP / TCP 192.168.0.106:14838 > 111.206.209.249:https PA / Raw"
192.168.0.106,203.208.50.97,14837,443,6,"Ether / IP / TCP 192.168.0.106:14837 > 203.208.50.97:https PA / Raw"
192.168.0.106,203.208.50.97,14837,443,6,"Ether / IP / TCP 192.168.0.106:14837 > 203.208.50.97:https PA / Raw"
203.208.50.97,192.168.0.106,443,14837,6,"Ether / IP / TCP 203.208.50.97:https > 192.168.0.106:14837 PA / Raw"
203.208.50.97,192.168.0.106,443,14837,6,"Ether / IP / TCP 203.208.50.97:https > 192.168.0.106:14837 PA / Raw"
203.208.50.97,192.168.0.106,443,14837,6,"Ether / IP / TCP 203.208.50.97:https > 192.168.0.106:14837 PA / Raw"
203.208.50.97,192.168.0.106,443,14837,6,"Ether / IP / TCP 203.208.50.97:https > 192.168.0.106:14837 PA / Raw"
203.208.50.97,192.168.0.106,443,14837,6,"Ether / IP / TCP 203.208.50.97:https > 192.168.0.106:14837 PA / Raw"
203.208.50.97,192.168.0.106,443,14837,6,"Ether / IP / TCP 203.208.50.97:https > 192.168.0.106:14837 PA / Raw"
157.148.62.149,192.168.0.106,443,9708,6,"Ether / IP / TCP 157.148.62.149:https > 192.168.0.106:9708 PA / Raw"
111.206.209.249,192.168.0.106,443,14838,6,"Ether / IP / TCP 111.206.209.249:https > 192.168.0.106:14838 PA / Raw"
192.168.0.106,203.208.50.97,14837,443,6,"Ether / IP / TCP 192.168.0.106:14837 > 203.208.50.97:https A"
192.168.0.106,203.208.50.97,14837,443,6,"Ether / IP / TCP 192.168.0.106:14837 > 203.208.50.97:https PA / Raw"
192.168.0.106,203.208.50.97,14837,443,6,"Ether / IP / TCP 192.168.0.106:14837 > 203.208.50.97:https PA / Raw"
192.168.0.106,157.148.62.149,9708,443,6,"Ether / IP / TCP 192.168.0.106:9708 > 157.148.62.149:https PA / Raw"
203.208.50.97,192.168.0.106,443,14837,6,"Ether / IP / TCP 203.208.50.97:https > 192.168.0.106:14837 A"
192.168.0.106,111.206.209.249,14838,443,6,"Ether / IP / TCP 192.168.0.106:14838 > 111.206.209.249:https A"
157.148.62.149,192.168.0.106,443,9708,6,"Ether / IP / TCP 157.148.62.149:https > 192.168.0.106:9708 PA / Raw"
192.168.0.106,157.148.62.149,9708,443,6,"Ether / IP / TCP 192.168.0.106:9708 > 157.148.62.149:https A"
192.168.0.106,116.132.235.204,14836,80,6,"Ether / IP / TCP 192.168.0.106:14836 > 116.132.235.204:http FA"
192.168.0.106,192.168.0.1,53202,53,17,"Ether / IP / UDP / DNS Qry ""b'static-pcs-sdk-server.alibaba.com.'"" "
192.168.0.1,192.168.0.106,53,53202,17,"Ether / IP / UDP / DNS Ans ""116.132.235.204"" "
192.168.0.106,111.206.209.249,14838,443,6,"Ether / IP / TCP 192.168.0.106:14838 > 111.206.209.249:https FA"
192.168.0.106,60.28.198.86,9711,443,6,"Ether / IP / TCP 192.168.0.106:9711 > 60.28.198.86:https FA"
192.168.0.106,203.208.50.97,14837,443,6,"Ether / IP / TCP 192.168.0.106:14837 > 203.208.50.97:https FA"
203.208.50.97,192.168.0.106,443,14837,6,"Ether / IP / TCP 203.208.50.97:https > 192.168.0.106:14837 FA"
192.168.0.106,203.208.50.97,14837,443,6,"Ether / IP / TCP 192.168.0.106:14837 > 203.208.50.97:https A"
111.206.209.249,192.168.0.106,443,14838,6,"Ether / IP / TCP 111.206.209.249:https > 192.168.0.106:14838 A"
111.206.209.249,192.168.0.106,443,14838,6,"Ether / IP / TCP 111.206.209.249:https > 192.168.0.106:14838 PA / Raw"
111.206.209.249,192.168.0.106,443,14838,6,"Ether / IP / TCP 111.206.209.249:https > 192.168.0.106:14838 FA"
192.168.0.106,111.206.209.249,14838,443,6,"Ether / IP / TCP 192.168.0.106:14838 > 111.206.209.249:https RA"
60.28.198.86,192.168.0.106,443,9711,6,"Ether / IP / TCP 60.28.198.86:https > 192.168.0.106:9711 FA"
192.168.0.106,60.28.198.86,9711,443,6,"Ether / IP / TCP 192.168.0.106:9711 > 60.28.198.86:https A"
192.168.0.106,116.132.235.204,14839,80,6,"Ether / IP / TCP 192.168.0.106:14839 > 116.132.235.204:http S"
116.132.235.204,192.168.0.106,80,14839,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:14839 SA"
192.168.0.106,116.132.235.204,14839,80,6,"Ether / IP / TCP 192.168.0.106:14839 > 116.132.235.204:http A"
192.168.0.106,116.132.235.204,14839,80,6,"Ether / IP / TCP 192.168.0.106:14839 > 116.132.235.204:http PA / Raw"
116.132.235.204,192.168.0.106,80,14839,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:14839 A"
192.168.0.106,116.132.235.204,14839,80,6,"Ether / IP / TCP 192.168.0.106:14839 > 116.132.235.204:http A / Raw"
192.168.0.106,116.132.235.204,14839,80,6,"Ether / IP / TCP 192.168.0.106:14839 > 116.132.235.204:http A / Raw"
192.168.0.106,116.132.235.204,14839,80,6,"Ether / IP / TCP 192.168.0.106:14839 > 116.132.235.204:http PA / Raw"
116.132.235.204,192.168.0.106,80,14839,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:14839 A"
116.132.235.204,192.168.0.106,80,14839,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:14839 A"
116.132.235.204,192.168.0.106,80,14839,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:14839 PA / Raw"
116.132.235.204,192.168.0.106,80,14839,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:14839 FA"
192.168.0.106,116.132.235.204,14839,80,6,"Ether / IP / TCP 192.168.0.106:14839 > 116.132.235.204:http A"
192.168.0.106,116.132.235.204,14839,80,6,"Ether / IP / TCP 192.168.0.106:14839 > 116.132.235.204:http FA"
116.132.235.204,192.168.0.106,80,14839,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:14839 A"
192.168.0.106,192.168.0.1,53202,53,17,"Ether / IP / UDP / DNS Qry ""b'static-pcs-sdk-server.alibaba.com.'"" "
192.168.0.1,192.168.0.106,53,53202,17,"Ether / IP / UDP / DNS Ans ""116.132.235.204"" "
192.168.0.106,116.132.235.204,14840,80,6,"Ether / IP / TCP 192.168.0.106:14840 > 116.132.235.204:http S"
116.132.235.204,192.168.0.106,80,14840,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:14840 SA"
192.168.0.106,116.132.235.204,14840,80,6,"Ether / IP / TCP 192.168.0.106:14840 > 116.132.235.204:http A"
192.168.0.106,116.132.235.204,14840,80,6,"Ether / IP / TCP 192.168.0.106:14840 > 116.132.235.204:http PA / Raw"
192.168.0.106,116.132.235.204,14840,80,6,"Ether / IP / TCP 192.168.0.106:14840 > 116.132.235.204:http A / Raw"
192.168.0.106,116.132.235.204,14840,80,6,"Ether / IP / TCP 192.168.0.106:14840 > 116.132.235.204:http A / Raw"
192.168.0.106,116.132.235.204,14840,80,6,"Ether / IP / TCP 192.168.0.106:14840 > 116.132.235.204:http PA / Raw"
192.168.0.106,116.132.235.204,14836,80,6,"Ether / IP / TCP 192.168.0.106:14836 > 116.132.235.204:http FA"
116.132.235.204,192.168.0.106,80,14840,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:14840 A"
116.132.235.204,192.168.0.106,80,14840,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:14840 A"
116.132.235.204,192.168.0.106,80,14840,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:14840 PA / Raw"
116.132.235.204,192.168.0.106,80,14840,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:14840 FA"
192.168.0.106,116.132.235.204,14840,80,6,"Ether / IP / TCP 192.168.0.106:14840 > 116.132.235.204:http A"
192.168.0.106,116.132.235.204,14840,80,6,"Ether / IP / TCP 192.168.0.106:14840 > 116.132.235.204:http FA"
192.168.0.106,116.132.235.204,14840,80,6,"Ether / IP / TCP 192.168.0.106:14840 > 116.132.235.204:http FA"
192.168.0.106,116.132.235.204,14840,80,6,"Ether / IP / TCP 192.168.0.106:14840 > 116.132.235.204:http FA"
192.168.0.106,192.168.0.1,53202,53,17,"Ether / IP / UDP / DNS Qry ""b'static-pcs-sdk-server.alibaba.com.'"" "
192.168.0.1,192.168.0.106,53,53202,17,"Ether / IP / UDP / DNS Ans ""116.132.235.204"" "
192.168.0.106,116.132.235.204,14841,80,6,"Ether / IP / TCP 192.168.0.106:14841 > 116.132.235.204:http S"
116.132.235.204,192.168.0.106,80,14841,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:14841 SA"
192.168.0.106,116.132.235.204,14841,80,6,"Ether / IP / TCP 192.168.0.106:14841 > 116.132.235.204:http A"
192.168.0.106,116.132.235.204,14841,80,6,"Ether / IP / TCP 192.168.0.106:14841 > 116.132.235.204:http PA / Raw"
192.168.0.106,116.132.235.204,14841,80,6,"Ether / IP / TCP 192.168.0.106:14841 > 116.132.235.204:http A / Raw"
192.168.0.106,116.132.235.204,14841,80,6,"Ether / IP / TCP 192.168.0.106:14841 > 116.132.235.204:http A / Raw"
192.168.0.106,116.132.235.204,14841,80,6,"Ether / IP / TCP 192.168.0.106:14841 > 116.132.235.204:http PA / Raw"
116.132.235.204,192.168.0.106,80,14841,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:14841 A"
116.132.235.204,192.168.0.106,80,14841,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:14841 A"
116.132.235.204,192.168.0.106,80,14841,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:14841 A"
116.132.235.204,192.168.0.106,80,14841,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:14841 PA / Raw"
116.132.235.204,192.168.0.106,80,14841,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:14841 FA"
192.168.0.106,116.132.235.204,14841,80,6,"Ether / IP / TCP 192.168.0.106:14841 > 116.132.235.204:http A"
