srcip,dstip,sport,dport,proto,data
119.3.227.186,192.168.1.116,11114,9191,6,"Ether / IP / TCP 119.3.227.186:11114 > 192.168.1.116:9191 A"
192.168.1.116,119.3.227.186,9191,11114,6,"Ether / IP / TCP 192.168.1.116:9191 > 119.3.227.186:11114 A"
192.168.1.116,203.119.169.16,3299,80,6,"Ether / IP / TCP 192.168.1.116:3299 > 203.119.169.16:http PA / Raw"
192.168.1.116,203.119.169.16,3299,80,6,"Ether / IP / TCP 192.168.1.116:3299 > 203.119.169.16:http A / Raw"
192.168.1.116,203.119.169.16,3299,80,6,"Ether / IP / TCP 192.168.1.116:3299 > 203.119.169.16:http A / Raw"
192.168.1.116,203.119.169.16,3299,80,6,"Ether / IP / TCP 192.168.1.116:3299 > 203.119.169.16:http PA / Raw"
203.119.169.16,192.168.1.116,80,3299,6,"Ether / IP / TCP 203.119.169.16:http > 192.168.1.116:3299 A"
203.119.169.16,192.168.1.116,80,3299,6,"Ether / IP / TCP 203.119.169.16:http > 192.168.1.116:3299 A"
203.119.169.16,192.168.1.116,80,3299,6,"Ether / IP / TCP 203.119.169.16:http > 192.168.1.116:3299 PA / Raw"
203.119.169.16,192.168.1.116,80,3299,6,"Ether / IP / TCP 203.119.169.16:http > 192.168.1.116:3299 PA / Raw"
192.168.1.116,203.119.169.16,3299,80,6,"Ether / IP / TCP 192.168.1.116:3299 > 203.119.169.16:http A"
192.168.1.116,203.119.169.16,3299,80,6,"Ether / IP / TCP 192.168.1.116:3299 > 203.119.169.16:http PA / Raw"
192.168.1.116,203.119.169.16,3299,80,6,"Ether / IP / TCP 192.168.1.116:3299 > 203.119.169.16:http A / Raw"
192.168.1.116,203.119.169.16,3299,80,6,"Ether / IP / TCP 192.168.1.116:3299 > 203.119.169.16:http A / Raw"
192.168.1.116,203.119.169.16,3299,80,6,"Ether / IP / TCP 192.168.1.116:3299 > 203.119.169.16:http PA / Raw"
203.119.169.16,192.168.1.116,80,3299,6,"Ether / IP / TCP 203.119.169.16:http > 192.168.1.116:3299 A"
203.119.169.16,192.168.1.116,80,3299,6,"Ether / IP / TCP 203.119.169.16:http > 192.168.1.116:3299 A"
203.119.169.16,192.168.1.116,80,3299,6,"Ether / IP / TCP 203.119.169.16:http > 192.168.1.116:3299 PA / Raw"
203.119.169.16,192.168.1.116,80,3299,6,"Ether / IP / TCP 203.119.169.16:http > 192.168.1.116:3299 PA / Raw"
192.168.1.116,203.119.169.16,3299,80,6,"Ether / IP / TCP 192.168.1.116:3299 > 203.119.169.16:http A"
