srcip,dstip,sport,dport,proto,data
192.168.192.1,192.168.192.2,137,137,17,"Ether / IP / UDP 192.168.192.1:netbios_ns > 192.168.192.2:netbios_ns / NBNSHeader / Raw"
192.168.0.106,192.168.0.1,57170,53,17,"Ether / IP / UDP / DNS Qry ""b'v10.events.data.microsoft.com.'"" "
192.168.0.1,192.168.0.106,53,57170,17,"Ether / IP / UDP / DNS Ans ""b'win-global-asimov-leafs-events-data.trafficmanager.net.'"" "
192.168.0.106,104.208.16.89,1765,443,6,"Ether / IP / TCP 192.168.0.106:1765 > 104.208.16.89:https S"
104.208.16.89,192.168.0.106,443,1765,6,"Ether / IP / TCP 104.208.16.89:https > 192.168.0.106:1765 SA"
192.168.0.106,104.208.16.89,1765,443,6,"Ether / IP / TCP 192.168.0.106:1765 > 104.208.16.89:https A"
192.168.0.106,104.208.16.89,1765,443,6,"Ether / IP / TCP 192.168.0.106:1765 > 104.208.16.89:https PA / Raw"
192.168.0.106,192.168.0.1,63843,53,17,"Ether / IP / UDP / DNS Qry ""b'static-pcs-sdk-server.alibaba.com.'"" "
192.168.0.1,192.168.0.106,53,63843,17,"Ether / IP / UDP / DNS Ans ""b'static-pcs-sdk-server.alibaba.com.gds.alibabadns.com.'"" "
192.168.0.106,116.132.235.228,1766,80,6,"Ether / IP / TCP 192.168.0.106:1766 > 116.132.235.228:http S"
104.208.16.89,192.168.0.106,443,1765,6,"Ether / IP / TCP 104.208.16.89:https > 192.168.0.106:1765 A / Raw"
104.208.16.89,192.168.0.106,443,1765,6,"Ether / IP / TCP 104.208.16.89:https > 192.168.0.106:1765 A / Raw"
104.208.16.89,192.168.0.106,443,1765,6,"Ether / IP / TCP 104.208.16.89:https > 192.168.0.106:1765 A / Raw"
104.208.16.89,192.168.0.106,443,1765,6,"Ether / IP / TCP 104.208.16.89:https > 192.168.0.106:1765 PA / Raw"
192.168.0.106,104.208.16.89,1765,443,6,"Ether / IP / TCP 192.168.0.106:1765 > 104.208.16.89:https A"
192.168.0.106,104.208.16.89,1765,443,6,"Ether / IP / TCP 192.168.0.106:1765 > 104.208.16.89:https PA / Raw"
116.132.235.228,192.168.0.106,80,1766,6,"Ether / IP / TCP 116.132.235.228:http > 192.168.0.106:1766 SA"
192.168.0.106,116.132.235.228,1766,80,6,"Ether / IP / TCP 192.168.0.106:1766 > 116.132.235.228:http A"
192.168.0.106,116.132.235.228,1766,80,6,"Ether / IP / TCP 192.168.0.106:1766 > 116.132.235.228:http PA / Raw"
192.168.0.106,116.132.235.228,1766,80,6,"Ether / IP / TCP 192.168.0.106:1766 > 116.132.235.228:http A / Raw"
192.168.0.106,116.132.235.228,1766,80,6,"Ether / IP / TCP 192.168.0.106:1766 > 116.132.235.228:http A / Raw"
192.168.0.106,116.132.235.228,1766,80,6,"Ether / IP / TCP 192.168.0.106:1766 > 116.132.235.228:http PA / Raw"
116.132.235.228,192.168.0.106,80,1766,6,"Ether / IP / TCP 116.132.235.228:http > 192.168.0.106:1766 A"
116.132.235.228,192.168.0.106,80,1766,6,"Ether / IP / TCP 116.132.235.228:http > 192.168.0.106:1766 A"
116.132.235.228,192.168.0.106,80,1766,6,"Ether / IP / TCP 116.132.235.228:http > 192.168.0.106:1766 A"
116.132.235.228,192.168.0.106,80,1766,6,"Ether / IP / TCP 116.132.235.228:http > 192.168.0.106:1766 PA / Raw"
116.132.235.228,192.168.0.106,80,1766,6,"Ether / IP / TCP 116.132.235.228:http > 192.168.0.106:1766 FA"
192.168.0.106,116.132.235.228,1766,80,6,"Ether / IP / TCP 192.168.0.106:1766 > 116.132.235.228:http A"
192.168.0.106,116.132.235.228,1766,80,6,"Ether / IP / TCP 192.168.0.106:1766 > 116.132.235.228:http FA"
192.168.0.106,116.132.235.228,1767,80,6,"Ether / IP / TCP 192.168.0.106:1767 > 116.132.235.228:http S"
116.132.235.228,192.168.0.106,80,1767,6,"Ether / IP / TCP 116.132.235.228:http > 192.168.0.106:1767 SA"
192.168.0.106,116.132.235.228,1767,80,6,"Ether / IP / TCP 192.168.0.106:1767 > 116.132.235.228:http A"
192.168.0.106,116.132.235.228,1767,80,6,"Ether / IP / TCP 192.168.0.106:1767 > 116.132.235.228:http PA / Raw"
192.168.0.106,116.132.235.228,1767,80,6,"Ether / IP / TCP 192.168.0.106:1767 > 116.132.235.228:http A / Raw"
192.168.0.106,116.132.235.228,1767,80,6,"Ether / IP / TCP 192.168.0.106:1767 > 116.132.235.228:http A / Raw"
