srcip,dstip,sport,dport,proto,data
20.195.112.105,192.168.1.116,443,10370,6,"Ether / IP / TCP 20.195.112.105:https > 192.168.1.116:10370 A / Raw"
20.195.112.105,192.168.1.116,443,10370,6,"Ether / IP / TCP 20.195.112.105:https > 192.168.1.116:10370 A / Raw"
20.195.112.105,192.168.1.116,443,10370,6,"Ether / IP / TCP 20.195.112.105:https > 192.168.1.116:10370 A / Raw"
20.195.112.105,192.168.1.116,443,10370,6,"Ether / IP / TCP 20.195.112.105:https > 192.168.1.116:10370 A / Raw"
20.195.112.105,192.168.1.116,443,10370,6,"Ether / IP / TCP 20.195.112.105:https > 192.168.1.116:10370 PA / Raw"
192.168.1.116,20.195.112.105,10370,443,6,"Ether / IP / TCP 192.168.1.116:10370 > 20.195.112.105:https A"
192.168.1.116,20.195.112.105,10370,443,6,"Ether / IP / TCP 192.168.1.116:10370 > 20.195.112.105:https PA / Raw"
20.195.112.105,192.168.1.116,443,10370,6,"Ether / IP / TCP 20.195.112.105:https > 192.168.1.116:10370 PA / Raw"
192.168.1.116,20.195.112.105,10370,443,6,"Ether / IP / TCP 192.168.1.116:10370 > 20.195.112.105:https PA / Raw"
192.168.1.116,20.195.112.105,10370,443,6,"Ether / IP / TCP 192.168.1.116:10370 > 20.195.112.105:https A / Raw"
192.168.1.116,20.195.112.105,10370,443,6,"Ether / IP / TCP 192.168.1.116:10370 > 20.195.112.105:https PA / Raw"
20.195.112.105,192.168.1.116,443,10370,6,"Ether / IP / TCP 20.195.112.105:https > 192.168.1.116:10370 A"
20.195.112.105,192.168.1.116,443,10370,6,"Ether / IP / TCP 20.195.112.105:https > 192.168.1.116:10370 FPA / Raw"
192.168.1.116,20.195.112.105,10370,443,6,"Ether / IP / TCP 192.168.1.116:10370 > 20.195.112.105:https A"
192.168.1.116,20.195.112.105,10370,443,6,"Ether / IP / TCP 192.168.1.116:10370 > 20.195.112.105:https FA"
192.168.1.116,20.195.112.105,10370,443,6,"Ether / IP / TCP 192.168.1.116:10370 > 20.195.112.105:https FA"
192.168.1.116,51.104.15.253,10349,443,6,"Ether / IP / TCP 192.168.1.116:10349 > 51.104.15.253:https PA / Raw"
192.168.1.116,51.104.15.253,10349,443,6,"Ether / IP / TCP 192.168.1.116:10349 > 51.104.15.253:https A / Raw"
192.168.1.116,51.104.15.253,10349,443,6,"Ether / IP / TCP 192.168.1.116:10349 > 51.104.15.253:https PA / Raw"
51.104.15.253,192.168.1.116,443,10349,6,"Ether / IP / TCP 51.104.15.253:https > 192.168.1.116:10349 A"
51.104.15.253,192.168.1.116,443,10349,6,"Ether / IP / TCP 51.104.15.253:https > 192.168.1.116:10349 PA / Raw"
51.104.15.253,192.168.1.116,443,10349,6,"Ether / IP / TCP 51.104.15.253:https > 192.168.1.116:10349 PA / Raw"
192.168.1.116,51.104.15.253,10349,443,6,"Ether / IP / TCP 192.168.1.116:10349 > 51.104.15.253:https A"
192.168.1.116,20.195.112.105,10370,443,6,"Ether / IP / TCP 192.168.1.116:10370 > 20.195.112.105:https FA"
192.168.1.116,142.251.43.10,10367,443,6,"Ether / IP / TCP 192.168.1.116:10367 > 142.251.43.10:https S"
192.168.1.116,202.112.14.21,59547,53,17,"Ether / IP / UDP / DNS Qry ""b'static-pcs-sdk-server.alibaba.com.'"" "
202.112.14.21,192.168.1.116,53,59547,17,"Ether / IP / UDP / DNS Ans ""b'static-pcs-sdk-server.alibaba.com.gds.alibabadns.com.'"" "
192.168.1.116,203.119.169.16,10372,80,6,"Ether / IP / TCP 192.168.1.116:10372 > 203.119.169.16:http S"
203.119.169.16,192.168.1.116,80,10372,6,"Ether / IP / TCP 203.119.169.16:http > 192.168.1.116:10372 SA"
192.168.1.116,203.119.169.16,10372,80,6,"Ether / IP / TCP 192.168.1.116:10372 > 203.119.169.16:http A"
192.168.1.116,203.119.169.16,10372,80,6,"Ether / IP / TCP 192.168.1.116:10372 > 203.119.169.16:http PA / Raw"
192.168.1.116,203.119.169.16,10372,80,6,"Ether / IP / TCP 192.168.1.116:10372 > 203.119.169.16:http A / Raw"
192.168.1.116,203.119.169.16,10372,80,6,"Ether / IP / TCP 192.168.1.116:10372 > 203.119.169.16:http A / Raw"
192.168.1.116,203.119.169.16,10372,80,6,"Ether / IP / TCP 192.168.1.116:10372 > 203.119.169.16:http PA / Raw"
203.119.169.16,192.168.1.116,80,10372,6,"Ether / IP / TCP 203.119.169.16:http > 192.168.1.116:10372 A"
