srcip,dstip,sport,dport,proto,data
14.120.104.111,192.168.0.106,31034,14535,6,"Ether / IP / TCP 14.120.104.111:31034 > 192.168.0.106:14535 S"
192.168.0.106,116.132.235.204,14866,80,6,"Ether / IP / TCP 192.168.0.106:14866 > 116.132.235.204:http FA"
192.168.0.106,192.168.0.1,59962,53,17,"Ether / IP / UDP / DNS Qry ""b'v20.events.data.microsoft.com.'"" "
192.168.0.1,192.168.0.106,53,59962,17,"Ether / IP / UDP / DNS Ans ""b'win-global-asimov-leafs-events-data.trafficmanager.net.'"" "
192.168.0.106,20.189.173.2,14868,443,6,"Ether / IP / TCP 192.168.0.106:14868 > 20.189.173.2:https S"
192.168.0.106,192.168.0.1,59962,53,17,"Ether / IP / UDP / DNS Qry ""b'static-pcs-sdk-server.alibaba.com.'"" "
192.168.0.1,192.168.0.106,53,59962,17,"Ether / IP / UDP / DNS Ans ""116.132.235.204"" "
192.168.0.106,116.132.235.204,14869,80,6,"Ether / IP / TCP 192.168.0.106:14869 > 116.132.235.204:http S"
116.132.235.204,192.168.0.106,80,14869,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:14869 SA"
192.168.0.106,116.132.235.204,14869,80,6,"Ether / IP / TCP 192.168.0.106:14869 > 116.132.235.204:http A"
192.168.0.106,116.132.235.204,14869,80,6,"Ether / IP / TCP 192.168.0.106:14869 > 116.132.235.204:http PA / Raw"
192.168.0.106,116.132.235.204,14869,80,6,"Ether / IP / TCP 192.168.0.106:14869 > 116.132.235.204:http A / Raw"
192.168.0.106,116.132.235.204,14869,80,6,"Ether / IP / TCP 192.168.0.106:14869 > 116.132.235.204:http A / Raw"
192.168.0.106,116.132.235.204,14869,80,6,"Ether / IP / TCP 192.168.0.106:14869 > 116.132.235.204:http PA / Raw"
116.132.235.204,192.168.0.106,80,14869,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:14869 A"
116.132.235.204,192.168.0.106,80,14869,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:14869 A"
116.132.235.204,192.168.0.106,80,14869,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:14869 A"
116.132.235.204,192.168.0.106,80,14869,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:14869 PA / Raw"
116.132.235.204,192.168.0.106,80,14869,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:14869 FA"
192.168.0.106,116.132.235.204,14869,80,6,"Ether / IP / TCP 192.168.0.106:14869 > 116.132.235.204:http A"
192.168.0.106,116.132.235.204,14869,80,6,"Ether / IP / TCP 192.168.0.106:14869 > 116.132.235.204:http FA"
116.132.235.204,192.168.0.106,80,14869,6,"Ether / IP / TCP 116.132.235.204:http > 192.168.0.106:14869 A"
192.168.0.106,192.168.0.1,59962,53,17,"Ether / IP / UDP / DNS Qry ""b'static-pcs-sdk-server.alibaba.com.'"" "
192.168.0.1,192.168.0.106,53,59962,17,"Ether / IP / UDP / DNS Ans ""116.132.235.204"" "
192.168.0.106,116.132.235.204,14870,80,6,"Ether / IP / TCP 192.168.0.106:14870 > 116.132.235.204:http S"
20.189.173.2,192.168.0.106,443,14868,6,"Ether / IP / TCP 20.189.173.2:https > 192.168.0.106:14868 SA"
192.168.0.106,20.189.173.2,14868,443,6,"Ether / IP / TCP 192.168.0.106:14868 > 20.189.173.2:https A"
